Date,State,Negative,Positive,Total Samples
26-06-2020,Himachal Pradesh,71426,864,72688
27-06-2020,Himachal Pradesh,73722,894,74764
28-06-2020,Himachal Pradesh,75285,916,76556
29-06-2020,Himachal Pradesh,76413,942,77384
30-06-2020,Himachal Pradesh,78335,953,79499
01-07-2020,Himachal Pradesh,80387,979,81516
02-07-2020,Himachal Pradesh,82435,1014,83553
03-07-2020,Himachal Pradesh,83959,1033,85116
04-07-2020,Himachal Pradesh,85953,1046,87019
05-07-2020,Himachal Pradesh,87369,1063,88459
06-07-2020,Himachal Pradesh,88223,1077,89305
07-07-2020,Himachal Pradesh,89803,1083,91175
08-07-2020,Himachal Pradesh,91736,1101,93018
09-07-2020,Himachal Pradesh,93132,1140,94720
10-07-2020,Himachal Pradesh,95037,1171,96268
11-07-2020,Himachal Pradesh,97104,1182,98367
12-07-2020,Himachal Pradesh,98802,1213,100315
13-07-2020,Himachal Pradesh,99695,1243,101200
14-07-2020,Himachal Pradesh,101677,1309,103521
15-07-2020,Himachal Pradesh,103730,1341,105734
16-07-2020,Himachal Pradesh,106280,1377,108157
17-07-2020,Himachal Pradesh,108954,1417,110585
18-07-2020,Himachal Pradesh,111393,1457,113129
19-07-2020,Himachal Pradesh,113621,1521,115298
20-07-2020,Himachal Pradesh,115063,1631,116795
21-07-2020,Himachal Pradesh,116963,1664,119220
22-07-2020,Himachal Pradesh,119350,1725,121688
23-07-2020,Himachal Pradesh,121543,1834,124683
24-07-2020,Himachal Pradesh,124568,1954,127555
25-07-2020,Himachal Pradesh,127436,2049,130253
26-07-2020,Himachal Pradesh,129501,2176,132703
27-07-2020,Himachal Pradesh,131862,2270,134606
28-07-2020,Himachal Pradesh,134209,2330,137251
29-07-2020,Himachal Pradesh,136536,2403,139955
30-07-2020,Himachal Pradesh,138881,2506,142618
31-07-2020,Himachal Pradesh,141682,2564,145154
01-08-2020,Himachal Pradesh,144814,2634,147997
02-08-2020,Himachal Pradesh,146514,2703,150186
03-08-2020,Himachal Pradesh,148206,2818,151574
04-08-2020,Himachal Pradesh,149644,2879,152958
05-08-2020,Himachal Pradesh,151154,2916,156104
06-08-2020,Himachal Pradesh,154295,3047,158537
07-08-2020,Himachal Pradesh,156956,3150,161232
08-08-2020,Himachal Pradesh,159325,3264,163395
09-08-2020,Himachal Pradesh,161538,3371,165496
10-08-2020,Himachal Pradesh,162567,3463,166469
11-08-2020,Himachal Pradesh,164436,3497,168843
12-08-2020,Himachal Pradesh,166391,3636,171538
13-08-2020,Himachal Pradesh,168454,3816,172985
14-08-2020,Himachal Pradesh,170882,3874,175666
15-08-2020,Himachal Pradesh,173077,3993,178075
16-08-2020,Himachal Pradesh,174580,,179024
17-08-2020,Himachal Pradesh,176001,,180357
18-08-2020,Himachal Pradesh,177766,,183224
19-08-2020,Himachal Pradesh,180434,,185707
20-08-2020,Himachal Pradesh,182586,,188344
21-08-2020,Himachal Pradesh,185126,,190476
22-08-2020,Himachal Pradesh,187102,,192580
23-08-2020,Himachal Pradesh,189124,,194380
24-08-2020,Himachal Pradesh,190387,,195581
25-08-2020,Himachal Pradesh,192044,,198010
26-08-2020,Himachal Pradesh,197946,,203825
27-08-2020,Himachal Pradesh,200328,,206308
28-08-2020,Himachal Pradesh,202471,,208609
29-08-2020,Himachal Pradesh,204435,,211028
30-08-2020,Himachal Pradesh,206192,,213104
31-08-2020,Himachal Pradesh,207603,,214182
01-09-2020,Himachal Pradesh,209040,,216608
02-09-2020,Himachal Pradesh,211721,,218920
03-09-2020,Himachal Pradesh,213781,,221268
04-09-2020,Himachal Pradesh,215703,,223383
05-09-2020,Himachal Pradesh,217745,,226268
06-09-2020,Himachal Pradesh,220203,,228691
07-09-2020,Himachal Pradesh,221885,,229966
08-09-2020,Himachal Pradesh,223719,,232712
09-09-2020,Himachal Pradesh,226301,,235624
10-09-2020,Himachal Pradesh,228464,,238427
11-09-2020,Himachal Pradesh,231074,,241745
12-09-2020,Himachal Pradesh,233647,,244213
13-09-2020,Himachal Pradesh,235597,,246579
14-09-2020,Himachal Pradesh,237584,,248437
15-09-2020,Himachal Pradesh,239548,,251569
16-09-2020,Himachal Pradesh,242110,,255031
17-09-2020,Himachal Pradesh,244628,,257378
18-09-2020,Himachal Pradesh,248456,,261117
19-09-2020,Himachal Pradesh,250628,,263580
20-09-2020,Himachal Pradesh,252661,,266012
21-09-2020,Himachal Pradesh,255109,,268015
05-04-2020,Jammu and Kashmir,1429,106,1551
10-04-2020,Jammu and Kashmir,2754,207,2961
11-04-2020,Jammu and Kashmir,2982,224,3206
12-04-2020,Jammu and Kashmir,3355,245,3600
13-04-2020,Jammu and Kashmir,3795,270,4065
14-04-2020,Jammu and Kashmir,4341,278,4619
15-04-2020,Jammu and Kashmir,4871,300,5171
16-04-2020,Jammu and Kashmir,5366,314,5680
17-04-2020,Jammu and Kashmir,6110,328,6438
18-04-2020,Jammu and Kashmir,6596,341,6937
19-04-2020,Jammu and Kashmir,7545,350,7895
20-04-2020,Jammu and Kashmir,8244,368,8612
21-04-2020,Jammu and Kashmir,8840,380,9220
22-04-2020,Jammu and Kashmir,9632,407,10039
23-04-2020,Jammu and Kashmir,10550,427,10977
24-04-2020,Jammu and Kashmir,11310,454,11764
25-04-2020,Jammu and Kashmir,12341,494,12835
26-04-2020,Jammu and Kashmir,13436,523,13959
27-04-2020,Jammu and Kashmir,14442,546,14988
28-04-2020,Jammu and Kashmir,16054,565,16619
29-04-2020,Jammu and Kashmir,17869,581,18450
30-04-2020,Jammu and Kashmir,19132,614,19746
01-05-2020,Jammu and Kashmir,21056,639,21695
02-05-2020,Jammu and Kashmir,22794,666,23406
03-05-2020,Jammu and Kashmir,25337,701,26038
04-05-2020,Jammu and Kashmir,27473,726,28199
05-05-2020,Jammu and Kashmir,30571,741,31312
06-05-2020,Jammu and Kashmir,33502,775,34277
07-05-2020,Jammu and Kashmir,36913,793,37706
08-05-2020,Jammu and Kashmir,41604,823,42427
09-05-2020,Jammu and Kashmir,43917,836,44753
10-05-2020,Jammu and Kashmir,46291,861,47080
11-05-2020,Jammu and Kashmir,50455,879,51334
12-05-2020,Jammu and Kashmir,52792,934,53726
13-05-2020,Jammu and Kashmir,56140,971,57111
14-05-2020,Jammu and Kashmir,62532,983,63515
15-05-2020,Jammu and Kashmir,69293,1013,70306
16-05-2020,Jammu and Kashmir,75070,1121,76191
17-05-2020,Jammu and Kashmir,79751,1183,80934
18-05-2020,Jammu and Kashmir,87312,1289,88601
19-05-2020,Jammu and Kashmir,95509,1317,96826
20-05-2020,Jammu and Kashmir,100560,1390,101950
21-05-2020,Jammu and Kashmir,105659,1449,107108
22-05-2020,Jammu and Kashmir,113370,1489,114859
23-05-2020,Jammu and Kashmir,122505,1569,124074
24-05-2020,Jammu and Kashmir,128812,1621,130433
25-05-2020,Jammu and Kashmir,132520,1668,134188
26-05-2020,Jammu and Kashmir,139203,1759,140962
27-05-2020,Jammu and Kashmir,143241,1921,145162
28-05-2020,Jammu and Kashmir,151486,2036,153522
29-05-2020,Jammu and Kashmir,156565,2164,158729
30-05-2020,Jammu and Kashmir,162240,2341,164581
31-05-2020,Jammu and Kashmir,168599,2446,171045
01-06-2020,Jammu and Kashmir,173708,2601,176309
02-06-2020,Jammu and Kashmir,180349,2718,183067
03-06-2020,Jammu and Kashmir,186507,2857,189364
04-06-2020,Jammu and Kashmir,192535,3142,195677
05-06-2020,Jammu and Kashmir,198933,3324,202257
06-06-2020,Jammu and Kashmir,208413,3467,211880
07-06-2020,Jammu and Kashmir,214394,4087,218481
08-06-2020,Jammu and Kashmir,223621,4285,227906
09-06-2020,Jammu and Kashmir,231470,4346,235816
10-06-2020,Jammu and Kashmir,237384,4507,241891
11-06-2020,Jammu and Kashmir,242693,4574,247267
12-06-2020,Jammu and Kashmir,249329,4730,254059
13-06-2020,Jammu and Kashmir,255220,4878,260098
14-06-2020,Jammu and Kashmir,261122,5041,266163
15-06-2020,Jammu and Kashmir,266196,5220,271416
16-06-2020,Jammu and Kashmir,270876,5298,276174
17-06-2020,Jammu and Kashmir,276862,5406,282268
18-06-2020,Jammu and Kashmir,283472,5555,289027
19-06-2020,Jammu and Kashmir,289522,5680,295202
20-06-2020,Jammu and Kashmir,295375,5834,301209
21-06-2020,Jammu and Kashmir,301682,5956,307638
22-06-2020,Jammu and Kashmir,307599,6088,313687
23-06-2020,Jammu and Kashmir,313428,6236,319664
24-06-2020,Jammu and Kashmir,320008,6422,326430
25-06-2020,Jammu and Kashmir,325896,6549,332445
26-06-2020,Jammu and Kashmir,332141,6762,338903
27-06-2020,Jammu and Kashmir,338460,6966,345426
28-06-2020,Jammu and Kashmir,344772,7093,351865
29-06-2020,Jammu and Kashmir,351293,7237,358530
30-06-2020,Jammu and Kashmir,357561,7497,365058
01-07-2020,Jammu and Kashmir,363791,7695,371486
02-07-2020,Jammu and Kashmir,370112,7849,377961
03-07-2020,Jammu and Kashmir,377482,8019,385501
04-07-2020,Jammu and Kashmir,384673,8246,392919
05-07-2020,Jammu and Kashmir,390956,8429,399385
06-07-2020,Jammu and Kashmir,397537,8675,406212
07-07-2020,Jammu and Kashmir,404427,8931,413358
08-07-2020,Jammu and Kashmir,412310,9261,421571
09-07-2020,Jammu and Kashmir,420286,9501,429787
10-07-2020,Jammu and Kashmir,428040,9888,437928
11-07-2020,Jammu and Kashmir,435013,10156,445169
12-07-2020,Jammu and Kashmir,441942,10513,452455
13-07-2020,Jammu and Kashmir,448876,10827,459703
14-07-2020,Jammu and Kashmir,455160,11173,466333
15-07-2020,Jammu and Kashmir,462483,11666,474149
16-07-2020,Jammu and Kashmir,469296,12156,481452
17-07-2020,Jammu and Kashmir,476625,12757,489382
18-07-2020,Jammu and Kashmir,484809,13198,498007
19-07-2020,Jammu and Kashmir,493779,13899,507678
20-07-2020,Jammu and Kashmir,503379,14650,518029
21-07-2020,Jammu and Kashmir,513688,15258,528946
22-07-2020,Jammu and Kashmir,522180,15711,537891
23-07-2020,Jammu and Kashmir,532448,16429,548877
24-07-2020,Jammu and Kashmir,542617,16782,559399
25-07-2020,Jammu and Kashmir,553203,17305,570508
26-07-2020,Jammu and Kashmir,563787,17920,581707
27-07-2020,Jammu and Kashmir,574092,18390,592482
28-07-2020,Jammu and Kashmir,584849,18879,603728
29-07-2020,Jammu and Kashmir,595961,19419,615380
30-07-2020,Jammu and Kashmir,607518,19869,627387
31-07-2020,Jammu and Kashmir,617156,20359,637515
01-08-2020,Jammu and Kashmir,626299,20972,647271
02-08-2020,Jammu and Kashmir,632701,21416,654117
03-08-2020,Jammu and Kashmir,640935,22006,662941
04-08-2020,Jammu and Kashmir,649017,22396,671413
05-08-2020,Jammu and Kashmir,656460,22955,679415
06-08-2020,Jammu and Kashmir,663354,23454,686808
07-08-2020,Jammu and Kashmir,671693,23927,695620
08-08-2020,Jammu and Kashmir,682390,24390,706780
09-08-2020,Jammu and Kashmir,692213,24897,717110
10-08-2020,Jammu and Kashmir,700175,25367,725542
11-08-2020,Jammu and Kashmir,712272,,738203
12-08-2020,Jammu and Kashmir,724434,26413,750847
13-08-2020,Jammu and Kashmir,736262,26949,763211
14-08-2020,Jammu and Kashmir,747844,27489,775333
15-08-2020,Jammu and Kashmir,757454,28021,785475
16-08-2020,Jammu and Kashmir,765067,,793537
17-08-2020,Jammu and Kashmir,772437,,801329
18-08-2020,Jammu and Kashmir,781841,,811167
19-08-2020,Jammu and Kashmir,792540,,822574
20-08-2020,Jammu and Kashmir,802686,,833403
21-08-2020,Jammu and Kashmir,813270,31371,844641
22-08-2020,Jammu and Kashmir,824010,,855991
23-08-2020,Jammu and Kashmir,835947,,868594
24-08-2020,Jammu and Kashmir,844761,,877836
25-08-2020,Jammu and Kashmir,854351,,888127
26-08-2020,Jammu and Kashmir,868197,,902677
27-08-2020,Jammu and Kashmir,880091,,915226
28-08-2020,Jammu and Kashmir,893902,,929733
29-08-2020,Jammu and Kashmir,907604,,943981
30-08-2020,Jammu and Kashmir,919570,,956733
31-08-2020,Jammu and Kashmir,928714,,966412
01-09-2020,Jammu and Kashmir,940659,,978882
02-09-2020,Jammu and Kashmir,957617,,996481
03-09-2020,Jammu and Kashmir,972949,,1012892
04-09-2020,Jammu and Kashmir,990326,,1031316
05-09-2020,Jammu and Kashmir,1009585,,1051826
06-09-2020,Jammu and Kashmir,1031441,,1074998
07-09-2020,Jammu and Kashmir,1044082,,1088652
08-09-2020,Jammu and Kashmir,1061481,,1107406
09-09-2020,Jammu and Kashmir,1083534,,1131076
10-09-2020,Jammu and Kashmir,1103429,,1152563
11-09-2020,Jammu and Kashmir,1127061,,1177773
12-09-2020,Jammu and Kashmir,1151389,,1203799
13-09-2020,Jammu and Kashmir,1177602,,1231698
14-09-2020,Jammu and Kashmir,1193170,,1248495
15-09-2020,Jammu and Kashmir,1213656,,1270310
16-09-2020,Jammu and Kashmir,1239085,,1297329
17-09-2020,Jammu and Kashmir,1260529,,1320240
18-09-2020,Jammu and Kashmir,1284709,,1345750
19-09-2020,Jammu and Kashmir,1307169,,1369702
20-09-2020,Jammu and Kashmir,1332739,,1396729
21-09-2020,Jammu and Kashmir,1350338,,1415364
10-04-2020,Jharkhand,1326,14,1340
11-04-2020,Jharkhand,1529,17,1546
12-04-2020,Jharkhand,1666,17,1683
13-04-2020,Jharkhand,1963,19,1982
14-04-2020,Jharkhand,2307,27,2334
17-04-2020,Jharkhand,3111,32,3143
18-04-2020,Jharkhand,3398,33,3431
19-04-2020,Jharkhand,3608,38,3646
20-04-2020,Jharkhand,4190,45,4235
22-04-2020,Jharkhand,5127,49,5176
23-04-2020,Jharkhand,5327,53,5380
24-04-2020,Jharkhand,6105,57,6162
25-04-2020,Jharkhand,6903,67,6970
26-04-2020,Jharkhand,7724,82,7806
27-04-2020,Jharkhand,8654,103,8757
28-04-2020,Jharkhand,9303,105,9408
29-04-2020,Jharkhand,10161,107,10268
30-04-2020,Jharkhand,10878,109,10987
01-05-2020,Jharkhand,11658,113,11771
02-05-2020,Jharkhand,12278,115,12393
03-05-2020,Jharkhand,12940,115,13055
04-05-2020,Jharkhand,13717,115,13832
05-05-2020,Jharkhand,14939,125,15064
06-05-2020,Jharkhand,15799,127,15908
07-05-2020,Jharkhand,16969,132,17101
08-05-2020,Jharkhand,17087,132,17219
09-05-2020,Jharkhand,18478,154,18632
10-05-2020,Jharkhand,20675,157,20832
11-05-2020,Jharkhand,21041,160,21201
12-05-2020,Jharkhand,22651,164,22815
13-05-2020,Jharkhand,25592,177,25769
14-05-2020,Jharkhand,27592,197,27789
15-05-2020,Jharkhand,29025,211,29236
16-05-2020,Jharkhand,30808,217,31025
17-05-2020,Jharkhand,32997,223,33220
18-05-2020,Jharkhand,35131,228,35359
19-05-2020,Jharkhand,37341,248,37589
20-05-2020,Jharkhand,39121,281,39402
21-05-2020,Jharkhand,41633,303,41936
22-05-2020,Jharkhand,43665,323,43988
23-05-2020,Jharkhand,45435,350,45785
24-05-2020,Jharkhand,48271,370,48641
25-05-2020,Jharkhand,50304,405,50709
26-05-2020,Jharkhand,52883,426,53309
27-05-2020,Jharkhand,54969,458,55427
28-05-2020,Jharkhand,56781,469,57250
29-05-2020,Jharkhand,58931,521,59452
30-05-2020,Jharkhand,62353,563,62916
31-05-2020,Jharkhand,65256,610,65886
01-06-2020,Jharkhand,68526,661,69187
02-06-2020,Jharkhand,70584,712,71296
03-06-2020,Jharkhand,73735,764,74499
04-06-2020,Jharkhand,76814,827,77641
05-06-2020,Jharkhand,79175,922,80097
06-06-2020,Jharkhand,83416,1028,84444
07-06-2020,Jharkhand,86618,1103,87721
08-06-2020,Jharkhand,91035,1290,92325
09-06-2020,Jharkhand,93683,1416,95099
10-06-2020,Jharkhand,94077,1423,95500
11-06-2020,Jharkhand,98332,1599,99931
12-06-2020,Jharkhand,100436,1656,102092
13-06-2020,Jharkhand,102194,1711,103905
14-06-2020,Jharkhand,104343,1761,106104
15-06-2020,Jharkhand,106783,1793,108576
16-06-2020,Jharkhand,108974,1839,110813
17-06-2020,Jharkhand,111109,1895,113004
18-06-2020,Jharkhand,113267,1919,115186
19-06-2020,Jharkhand,115608,1961,117569
20-06-2020,Jharkhand,117722,2024,120892
21-06-2020,Jharkhand,119681,2089,121770
22-06-2020,Jharkhand,121868,2140,124008
23-06-2020,Jharkhand,123814,2193,126007
24-06-2020,Jharkhand,125995,2219,128214
25-06-2020,Jharkhand,128908,2261,131169
26-06-2020,Jharkhand,130788,2294,133082
27-06-2020,Jharkhand,132937,2339,135276
28-06-2020,Jharkhand,135074,2364,137438
29-06-2020,Jharkhand,137481,2426,139907
30-06-2020,Jharkhand,140151,2490,142641
01-07-2020,Jharkhand,143167,2525,145692
02-07-2020,Jharkhand,146153,2585,148738
03-07-2020,Jharkhand,149002,2697,151699
04-07-2020,Jharkhand,151879,2739,154618
05-07-2020,Jharkhand,153971,2807,156778
06-07-2020,Jharkhand,156322,2854,159176
07-07-2020,Jharkhand,158546,3018,161564
08-07-2020,Jharkhand,161370,3134,164504
09-07-2020,Jharkhand,164382,3268,167650
10-07-2020,Jharkhand,168514,3518,172032
11-07-2020,Jharkhand,173195,3663,176858
12-07-2020,Jharkhand,176679,3760,180439
13-07-2020,Jharkhand,180693,3963,184656
14-07-2020,Jharkhand,185626,4225,189851
15-07-2020,Jharkhand,191508,4562,196070
16-07-2020,Jharkhand,198496,4783,203279
17-07-2020,Jharkhand,203396,5096,208492
18-07-2020,Jharkhand,206914,5385,212299
19-07-2020,Jharkhand,210109,5552,215661
20-07-2020,Jharkhand,217004,5777,222781
21-07-2020,Jharkhand,224340,6195,230535
22-07-2020,Jharkhand,229756,6682,236438
23-07-2020,Jharkhand,236110,7166,243276
24-07-2020,Jharkhand,241364,7564,248928
25-07-2020,Jharkhand,245570,7841,253411
26-07-2020,Jharkhand,250747,8349,259096
27-07-2020,Jharkhand,255646,8803,264449
28-07-2020,Jharkhand,263150,9563,272713
29-07-2020,Jharkhand,268090,9894,277984
30-07-2020,Jharkhand,275779,10399,286178
31-07-2020,Jharkhand,283162,11314,294476
01-08-2020,Jharkhand,295259,12104,307363
02-08-2020,Jharkhand,303773,12559,316332
03-08-2020,Jharkhand,326060,13500,339560
04-08-2020,Jharkhand,331837,14070,345907
05-08-2020,Jharkhand,336149,15048,351197
06-08-2020,Jharkhand,342452,15756,358208
07-08-2020,Jharkhand,351275,16482,367757
08-08-2020,Jharkhand,357345,17468,374813
09-08-2020,Jharkhand,362174,18156,380330
10-08-2020,Jharkhand,368398,18786,387184
11-08-2020,Jharkhand,374846,19469,394315
12-08-2020,Jharkhand,381815,20257,402072
13-08-2020,Jharkhand,390077,20950,411027
14-08-2020,Jharkhand,420161,22125,442286
15-08-2020,Jharkhand,425516,22672,448188
16-08-2020,Jharkhand,432491,23224,455715
17-08-2020,Jharkhand,449906,,473973
18-08-2020,Jharkhand,477640,,502973
19-08-2020,Jharkhand,489823,,516123
20-08-2020,Jharkhand,496700,,523638
21-08-2020,Jharkhand,511606,,539802
22-08-2020,Jharkhand,524253,,553356
23-08-2020,Jharkhand,536326,,566504
24-08-2020,Jharkhand,549371,,580489
25-08-2020,Jharkhand,568148,,600322
26-08-2020,Jharkhand,610279,,643590
27-08-2020,Jharkhand,638569,,673245
28-08-2020,Jharkhand,668741,,704554
29-08-2020,Jharkhand,693125,,730237
30-08-2020,Jharkhand,717400,,755835
31-08-2020,Jharkhand,871609,,913265
01-09-2020,Jharkhand,906182,,950015
02-09-2020,Jharkhand,935410,,980272
03-09-2020,Jharkhand,971119,,1017599
04-09-2020,Jharkhand,999378,,1047417
05-09-2020,Jharkhand,1030297,,1080094
06-09-2020,Jharkhand,1054701,,1105764
07-09-2020,Jharkhand,1080834,,1133454
08-09-2020,Jharkhand,1181342,,1236638
09-09-2020,Jharkhand,1212849,,1269746
10-09-2020,Jharkhand,1241486,,1299565
11-09-2020,Jharkhand,1261502,,1320542
12-09-2020,Jharkhand,1292151,,1352611
13-09-2020,Jharkhand,1316099,,1377573
14-09-2020,Jharkhand,1344733,,1407470
15-09-2020,Jharkhand,1407149,,1471588
16-09-2020,Jharkhand,1472455,,1538529
17-09-2020,Jharkhand,1520359,,1587459
18-09-2020,Jharkhand,1560612,,1629190
19-09-2020,Jharkhand,1601083,,1670943
20-09-2020,Jharkhand,1694102,,1765454
21-09-2020,Jharkhand,1736472,,1809145
03-04-2020,Karnataka,4281,128,4587
07-04-2020,Karnataka,5942,175,6580
08-04-2020,Karnataka,6473,181,6967
09-04-2020,Karnataka,7176,197,7613
10-04-2020,Karnataka,7673,207,7975
11-04-2020,Karnataka,8231,215,8560
12-04-2020,Karnataka,8831,232,9251
13-04-2020,Karnataka,9572,247,10017
14-04-2020,Karnataka,10554,260,11107
15-04-2020,Karnataka,11905,279,12483
16-04-2020,Karnataka,13074,315,13724
17-04-2020,Karnataka,14606,359,17594
18-04-2020,Karnataka,15658,384,19186
19-04-2020,Karnataka,17662,390,21367
20-04-2020,Karnataka,19497,408,23460
21-04-2020,Karnataka,22222,418,26233
22-04-2020,Karnataka,25424,427,29512
23-04-2020,Karnataka,28174,445,32122
24-04-2020,Karnataka,31914,474,35958
25-04-2020,Karnataka,34888,500,39083
26-04-2020,Karnataka,38207,503,42964
27-04-2020,Karnataka,43791,512,45685
28-04-2020,Karnataka,48508,523,50512
29-04-2020,Karnataka,53241,535,55404
30-04-2020,Karnataka,57548,565,60156
01-05-2020,Karnataka,61855,589,64898
02-05-2020,Karnataka,66475,601,69730
03-05-2020,Karnataka,70998,614,74898
04-05-2020,Karnataka,74664,651,79193
05-05-2020,Karnataka,78860,673,83806
06-05-2020,Karnataka,83056,693,88777
07-05-2020,Karnataka,87756,705,93535
08-05-2020,Karnataka,92237,753,98081
09-05-2020,Karnataka,97326,794,103098
10-05-2020,Karnataka,102266,848,107311
11-05-2020,Karnataka,106467,862,111595
12-05-2020,Karnataka,111264,925,116533
13-05-2020,Karnataka,119420,959,121178
14-05-2020,Karnataka,126766,987,128373
15-05-2020,Karnataka,132074,1056,133724
16-05-2020,Karnataka,138216,1092,140024
17-05-2020,Karnataka,143444,1147,145398
18-05-2020,Karnataka,149566,1246,151663
19-05-2020,Karnataka,156247,1395,158599
20-05-2020,Karnataka,164199,1462,166781
21-05-2020,Karnataka,171484,1605,174297
22-05-2020,Karnataka,183088,1743,186526
23-05-2020,Karnataka,192127,1959,196196
24-05-2020,Karnataka,201978,2089,206313
25-05-2020,Karnataka,215308,2182,219894
26-05-2020,Karnataka,223477,2283,228914
27-05-2020,Karnataka,235876,2418,241608
28-05-2020,Karnataka,246115,2533,252078
29-05-2020,Karnataka,258130,2781,264489
30-05-2020,Karnataka,273404,2922,280217
31-05-2020,Karnataka,286245,3221,293575
01-06-2020,Karnataka,297052,3408,304816
02-06-2020,Karnataka,310967,3796,319628
03-06-2020,Karnataka,325686,4063,334825
04-06-2020,Karnataka,337154,4320,347093
05-06-2020,Karnataka,349951,4835,360720
06-06-2020,Karnataka,361382,5213,372582
07-06-2020,Karnataka,372399,5452,384442
08-06-2020,Karnataka,380630,5760,393221
09-06-2020,Karnataka,387027,5921,400257
10-06-2020,Karnataka,394603,6041,408506
11-06-2020,Karnataka,402105,6245,416506
12-06-2020,Karnataka,411244,6516,426341
13-06-2020,Karnataka,420773,6824,436518
14-06-2020,Karnataka,427608,7000,443969
15-06-2020,Karnataka,432346,7213,449331
16-06-2020,Karnataka,439654,7530,457267
